Departamentos;ventas_mañana;ventas_tarde;ventas_noche;ventas_totales;igv;transaccion_total;codigo_producto;membresia;tipo_atencion;tipo_clientes;cantidad_deboluciones
La Libertad;7927;1576;1876;11379;2048.22;21;ZP8I4G;NO;deficiente;indecisos;77
Pasco;9880;1561;7523;18964;3413.52;50;4AC4ES;SI;buena;leales ;39
Junin;6592;1535;3756;11883;2138.94;48;IP4ZYY;NO;estandar;exigentes;80
San Martin;4170;2777;6109;13056;2350.08;31;PMXIH8;SI;buena;leales ;46
San Martin;8429;1155;4706;14290;2572.2;48;YIZB7Y;SI;exepcional;exigentes;22
Huancavelica;2025;3313;3719;9057;1630.26;11;YZEZEM;NO;buena;leales ;76
Huancavelica;7433;2187;5615;15235;2742.3;10;WXHHWY;NO;deficiente;leales ;44
Ayacucho;7912;3216;7356;18484;3327.12;22;PSH34Y;NO;estandar;indecisos;21
Huancavelica;1688;3986;7111;12785;2301.3;15;8I7AIX;NO;buena;exigentes;51
Tumbes;5871;3683;1523;11077;1993.86;16;4CXIWE;NO;exelente ;leales ;66
Lambayeque;9921;2671;7720;20312;3656.16;45;CS8X3G;NO;estandar;indecisos;59
La Libertad;6892;4963;6964;18819;3387.42;10;I38WYX;NO;buena;indecisos;58
Ica;1854;4008;2251;8113;1460.34;36;HIEMZZ;SI;estandar;leales ;49
Moquegua;1467;3690;5935;11092;1996.56;26;A7Q48W;NO;exelente ;exigentes;38
Puno;5188;910;6289;12387;2229.66;4;PHGADQ;NO;buena;leales ;32
Ancash;7963;4957;3768;16688;3003.84;32;BII7IZ;NO;deficiente;leales ;32
Piura;4505;2230;4900;11635;2094.3;30;44PWID;NO;deficiente;indecisos;63
Tumbes;6661;4898;2137;13696;2465.28;15;GYM7HC;SI;exelente ;exigentes;77
La Libertad;3793;1856;4874;10523;1894.14;24;GIQ84D;NO;buena;leales ;41
Lambayeque;8111;3979;3444;15534;2796.12;36;CZYCEP;NO;deficiente;leales ;35
Loreto;7911;3256;3571;14738;2652.84;8;CYHAPQ;NO;deficiente;exigentes;69
Piura;9365;1582;3637;14584;2625.12;45;7SA4EH;NO;exepcional;indecisos;44
Lambayeque;4238;3454;6357;14049;2528.82;12;QCHW8H;SI;buena;indecisos;39
La Libertad;6987;4316;5857;17160;3088.8;43;ASIYHM;NO;estandar;leales ;45
Piura;9182;2331;5756;17269;3108.42;29;PBP7YI;NO;exepcional;leales ;29
Loreto;7748;4994;4118;16860;3034.8;12;DCIMZY;SI;estandar;exigentes;37
Amazonas;9332;4261;7835;21428;3857.04;39;M7AMBH;SI;buena;leales ;40
Ica;7042;1586;5182;13810;2485.8;42;ZEYYMG;NO;buena;indecisos;38
Ayacucho;9824;2909;1689;14422;2595.96;2;HDZC4B;NO;exelente ;leales ;45
Pasco;8792;4388;3372;16552;2979.36;22;E8GSCW;NO;exepcional;exigentes;66
Lambayeque;5359;2924;7135;15418;2775.24;32;HMCPGQ;SI;buena;exigentes;27
Huancavelica;5163;1553;3015;9731;1751.58;43;37ZP3M;SI;estandar;leales ;68
Arequipa;7781;3127;4754;15662;2819.16;35;7HMQ7H;NO;exepcional;indecisos;44
Madre de Dios;6524;3446;3409;13379;2408.22;41;X8EGX7;SI;estandar;exigentes;48
Cuzco;9500;1612;1373;12485;2247.3;38;BAWDYG;NO;deficiente;indecisos;56
Loreto;9679;1098;7179;17956;3232.08;8;YZ3WXH;NO;deficiente;indecisos;37
Lima;5978;4977;7872;18827;3388.86;43;4W3343;NO;exelente ;leales ;76
Ancash;4230;3667;4870;12767;2298.06;47;YQ3XZB;SI;exelente ;leales ;53
Apurimac;7340;2819;2473;12632;2273.76;3;GAM4QQ;SI;exepcional;exigentes;80
Moquegua;3028;1140;6013;10181;1832.58;30;DGXHB3;NO;estandar;indecisos;21
Ancash;4293;1335;1825;7453;1341.54;10;CS473S;SI;buena;leales ;62
Puno;5759;991;5822;12572;2262.96;17;ZCYSMY;NO;exepcional;exigentes;42
Lima;3332;3523;3778;10633;1913.94;4;7SXH7C;SI;estandar;leales ;64
Pasco;1874;3842;5980;11696;2105.28;2;QS3ZPM;NO;estandar;leales ;33
Lima;4728;4972;2621;12321;2217.78;15;IPIXIG;SI;exelente ;indecisos;58
Apurimac;6150;4666;4902;15718;2829.24;6;7CHA8H;SI;exepcional;indecisos;42
Piura;7427;3138;6598;17163;3089.34;17;CQ3YSZ;NO;buena;leales ;78
Tumbes;2626;2209;1551;6386;1149.48;25;C37MW8;NO;deficiente;indecisos;31
Apurimac;2781;957;5927;9665;1739.7;30;PZAQBE;SI;exelente ;indecisos;67
Lambayeque;4913;2832;5239;12984;2337.12;24;SIXAGP;NO;buena;leales ;49
Madre de Dios;2075;993;2998;6066;1091.88;4;84WE4I;SI;estandar;exigentes;78
Cuzco;3866;4750;2284;10900;1962;15;A8QXZE;SI;exelente ;leales ;49
Cajamarca;9715;3184;1083;13982;2516.76;41;WDAWZX;SI;estandar;indecisos;61
Moquegua;5607;2284;2065;9956;1792.08;46;3GB7SD;SI;deficiente;leales ;44
Ica;3464;3513;1891;8868;1596.24;14;74XBEC;NO;deficiente;leales ;41
Amazonas;7780;2954;1613;12347;2222.46;12;BZHPX8;NO;exelente ;exigentes;40
Huancavelica;6133;2761;4854;13748;2474.64;3;G38B37;NO;exelente ;indecisos;78
Apurimac;1232;3786;1850;6868;1236.24;3;IS87DP;SI;estandar;exigentes;44
Huancavelica;8657;2159;4992;15808;2845.44;22;XQHAQ4;SI;estandar;exigentes;32
Apurimac;8947;3753;3974;16674;3001.32;31;488G8B;SI;estandar;indecisos;78
Huancavelica;9570;3393;1098;14061;2530.98;20;HXWZP8;NO;estandar;indecisos;56
La Libertad;1712;1683;7148;10543;1897.74;37;I87XEX;NO;exelente ;indecisos;21
Tumbes;3233;2828;1311;7372;1326.96;46;WXZPDI;NO;exelente ;leales ;56
Lima;4780;3433;3508;11721;2109.78;42;ZHGAZP;NO;exepcional;leales ;40
Junin;8878;2239;6098;17215;3098.7;43;3QYGM8;SI;exelente ;indecisos;49
Arequipa;5613;4165;3527;13305;2394.9;27;D7ZG3I;NO;estandar;leales ;60
Huancavelica;9360;2472;1547;13379;2408.22;15;DMY4HM;NO;estandar;leales ;77
Puno;8198;2566;7133;17897;3221.46;29;EH8SZG;NO;deficiente;leales ;22
Ucayali;2949;3800;6067;12816;2306.88;2;ZX4PPP;SI;buena;indecisos;41
Cuzco;5804;1239;1786;8829;1589.22;19;BGXSEW;SI;exepcional;indecisos;40
Lambayeque;8731;1362;7550;17643;3175.74;45;ZZYXPC;SI;estandar;indecisos;80
Piura;5350;3678;3260;12288;2211.84;3;MEHZY8;NO;buena;leales ;49
Amazonas;4816;3274;7111;15201;2736.18;5;W34A3E;NO;deficiente;indecisos;63
Huanuco;6296;1219;4314;11829;2129.22;9;7CYAYG;SI;deficiente;indecisos;74
Ayacucho;7979;2375;6246;16600;2988;46;PWGPZD;NO;buena;exigentes;64
Cajamarca;8672;2598;1719;12989;2338.02;28;GYQCP4;SI;deficiente;indecisos;33
Lima;8263;3335;5776;17374;3127.32;18;WYAYZP;NO;deficiente;exigentes;63
San Martin;6988;2851;1989;11828;2129.04;16;WGASZD;NO;estandar;leales ;52
Junin;2594;4239;3718;10551;1899.18;33;4PWMQA;SI;exepcional;exigentes;68
Lima;1791;2423;6225;10439;1879.02;40;IPACM8;SI;exelente ;leales ;32
Lima;4717;4157;6564;15438;2778.84;29;PEC84Q;NO;deficiente;leales ;74
Ica;7191;3354;6745;17290;3112.2;49;SDXSYQ;SI;buena;leales ;34
Ancash;4039;1765;4786;10590;1906.2;19;CH3YGE;NO;buena;indecisos;25
Cuzco;5176;1016;7641;13833;2489.94;22;HMHGZ7;NO;exepcional;leales ;36
Lima;1678;1624;5970;9272;1668.96;11;7YZQ88;NO;deficiente;exigentes;40
La Libertad;5196;3854;1918;10968;1974.24;37;YAZDCI;NO;exelente ;exigentes;21
La Libertad;1098;2797;5386;9281;1670.58;13;YABIS3;SI;buena;exigentes;74
Ucayali;9016;2675;5770;17461;3142.98;47;XDCHQ8;SI;exelente ;exigentes;39
Lima;3500;4463;2942;10905;1962.9;33;HI3QCW;NO;estandar;leales ;26
Arequipa;9318;2604;6247;18169;3270.42;50;MH8MZP;SI;exelente ;leales ;23
Cuzco;9281;3460;3950;16691;3004.38;3;C3P7DW;SI;exepcional;leales ;50
Piura;8367;4777;2496;15640;2815.2;38;CXEBGW;SI;deficiente;exigentes;68
Loreto;8764;1426;3526;13716;2468.88;45;AQ8SGW;SI;buena;leales ;24
Apurimac;6028;2888;3017;11933;2147.94;10;4ZWDQY;NO;buena;leales ;61
Lima;3417;2194;4778;10389;1870.02;36;ES47PW;NO;exelente ;leales ;30
Loreto;7600;4415;2491;14506;2611.08;24;MMDPBP;NO;estandar;indecisos;73
Lima;3942;3479;1312;8733;1571.94;22;GDXQHD;SI;deficiente;leales ;56
Ancash;1891;3341;7871;13103;2358.54;43;E3X4BG;NO;estandar;indecisos;45
Piura;9513;3014;5052;17579;3164.22;25;CCPBXC;NO;exelente ;leales ;77
Huancavelica;1626;3880;7115;12621;2271.78;14;QBEWD7;NO;exelente ;leales ;37
Cajamarca;6895;4125;5783;16803;3024.54;25;HPIXYP;SI;deficiente;leales ;33
Tacna;4188;1873;3324;9385;1689.3;40;SMSSCW;SI;exepcional;exigentes;54
La Libertad;4413;3962;6164;14539;2617.02;15;4A7WC3;SI;exelente ;exigentes;36
Ancash;9368;2791;1259;13418;2415.24;17;DZPMME;SI;exepcional;indecisos;65
Tacna;6781;4312;4673;15766;2837.88;3;3D4XPP;SI;buena;leales ;71
Puno;4557;4440;2831;11828;2129.04;20;DZ37WD;SI;buena;leales ;63
Cuzco;9485;3803;7754;21042;3787.56;41;3SWYDA;SI;estandar;indecisos;62
La Libertad;7423;933;3193;11549;2078.82;24;DDDISD;NO;buena;indecisos;68
La Libertad;1348;4789;6540;12677;2281.86;4;XAZBG4;SI;exepcional;indecisos;25
Piura;2982;4435;3279;10696;1925.28;15;74BEMG;NO;buena;leales ;40
Ayacucho;5222;2214;3804;11240;2023.2;37;MWZCDI;SI;exepcional;indecisos;47
Amazonas;6253;4429;1850;12532;2255.76;6;SHX4EW;NO;buena;indecisos;79
Ayacucho;4296;2251;4935;11482;2066.76;13;4YAZ7C;SI;estandar;indecisos;41
Ica;7545;1072;2038;10655;1917.9;14;3HA7EY;SI;buena;exigentes;54
Ucayali;1052;4153;6390;11595;2087.1;16;P3QGA4;NO;deficiente;leales ;44
Tumbes;3295;3912;5254;12461;2242.98;42;ZEAQSP;NO;deficiente;exigentes;43
Apurimac;8596;4231;7943;20770;3738.6;32;DE7M7Q;SI;estandar;leales ;69
La Libertad;3420;1973;2231;7624;1372.32;15;7XWZHQ;NO;buena;exigentes;44
Ancash;7159;2335;6472;15966;2873.88;13;DCHHCS;NO;estandar;indecisos;54
Apurimac;2518;4938;1553;9009;1621.62;42;73I7SW;SI;buena;indecisos;62
Ica;1952;2551;7037;11540;2077.2;15;7GEDPS;NO;estandar;indecisos;32
Moquegua;3852;3161;3202;10215;1838.7;19;4HEZ73;NO;deficiente;leales ;39
Puno;4481;967;5302;10750;1935;27;8Z8AQY;NO;deficiente;leales ;41
Ica;3664;3797;4117;11578;2084.04;46;QI4EQI;SI;exepcional;exigentes;78
Huanuco;2296;1006;1508;4810;865.8;44;BEISXY;SI;buena;exigentes;40
Lima;5902;4611;2093;12606;2269.08;19;CBQQYD;SI;exelente ;leales ;75
Junin;3504;2261;2680;8445;1520.1;29;8777AS;SI;deficiente;exigentes;52
San Martin;1616;924;6236;8776;1579.68;27;HHWMEQ;SI;exelente ;exigentes;78
Arequipa;4590;4085;2208;10883;1958.94;40;APDC8Z;SI;exepcional;exigentes;75
Apurimac;2339;2414;2833;7586;1365.48;3;48YBQE;SI;buena;indecisos;77
Cuzco;4622;4839;5562;15023;2704.14;4;Q8Q4A7;SI;buena;exigentes;74
Ucayali;8496;4247;6865;19608;3529.44;36;X7GQPW;NO;exelente ;indecisos;34
Puno;1661;2298;4681;8640;1555.2;39;WPH8YS;NO;estandar;indecisos;24
Moquegua;6053;3204;4448;13705;2466.9;28;3B8BEH;SI;exepcional;exigentes;53
Lambayeque;3273;3269;3745;10287;1851.66;18;8EBWHP;SI;deficiente;exigentes;40
Pasco;1590;4067;4537;10194;1834.92;6;CSAHAE;SI;estandar;indecisos;31
Puno;9996;2028;1072;13096;2357.28;9;XDDA7P;SI;exelente ;leales ;46
Lima;4102;2621;7559;14282;2570.76;24;IM3WXY;SI;exepcional;leales ;59
Huanuco;2437;4055;6353;12845;2312.1;27;XPB3WS;SI;estandar;leales ;65
Lambayeque;6516;2862;5554;14932;2687.76;20;7IXQ8I;NO;exelente ;leales ;42
Piura;8969;3304;2650;14923;2686.14;11;DMGSGP;SI;buena;exigentes;34
Lima;7733;2910;4632;15275;2749.5;30;3C88H3;SI;buena;leales ;23
San Martin;8819;3055;2169;14043;2527.74;18;EHX38G;NO;deficiente;indecisos;79
Puno;2952;2521;4826;10299;1853.82;3;CD8QH7;SI;exepcional;exigentes;21
Loreto;8201;2145;2752;13098;2357.64;43;DEQ3Y7;SI;deficiente;indecisos;54
Amazonas;9533;1446;4260;15239;2743.02;38;DAMGIP;SI;buena;exigentes;45
Ica;6467;3874;5349;15690;2824.2;22;AB33Z8;SI;exelente ;exigentes;59
Ancash;4031;1543;3978;9552;1719.36;13;888Y3E;SI;exelente ;exigentes;24
Ayacucho;9546;4011;2681;16238;2922.84;24;ZQDMWC;NO;exelente ;leales ;27
Ancash;1869;4717;6605;13191;2374.38;49;3WAWPI;SI;deficiente;exigentes;69
Huancavelica;5474;2469;1583;9526;1714.68;5;ZA83DD;SI;deficiente;indecisos;64
Ica;5024;4561;5335;14920;2685.6;49;7ZXYBP;SI;deficiente;exigentes;54
Junin;1558;4832;5989;12379;2228.22;24;7G783Y;NO;exepcional;indecisos;20
Moquegua;4037;2346;4209;10592;1906.56;29;YBX88G;NO;exepcional;exigentes;33
Ica;9593;3327;4469;17389;3130.02;34;S4HWQX;SI;exelente ;indecisos;50
Cajamarca;3720;4233;6211;14164;2549.52;36;M4GAMG;NO;exelente ;leales ;61
Lima;8513;3448;7980;19941;3589.38;20;8XSZHP;SI;exepcional;exigentes;62
Tacna;9267;2570;2636;14473;2605.14;44;E837AA;NO;exepcional;leales ;51
Tacna;8058;4199;4871;17128;3083.04;25;S3BGQS;SI;exepcional;indecisos;68
Arequipa;7825;2137;1892;11854;2133.72;50;DSQZYY;SI;deficiente;indecisos;61
Huanuco;1672;2425;1571;5668;1020.24;13;MGBB3A;SI;exepcional;indecisos;59
Lambayeque;2782;3065;2262;8109;1459.62;28;IYWMG4;SI;exelente ;exigentes;74
Ancash;4047;4963;7737;16747;3014.46;26;3MYPS7;NO;estandar;leales ;79
Loreto;1891;3139;7357;12387;2229.66;7;E8HZIM;SI;buena;exigentes;63
Cajamarca;8155;2710;5630;16495;2969.1;18;BBXSEZ;NO;estandar;exigentes;25
Lima;8789;3275;1686;13750;2475;18;GQSEIW;SI;buena;exigentes;55
Madre de Dios;6841;4464;7398;18703;3366.54;31;ACAYC7;NO;exelente ;leales ;44
Loreto;6474;2784;1095;10353;1863.54;21;DYY3WX;NO;estandar;exigentes;68
Tumbes;7450;2095;6731;16276;2929.68;24;SMQBHB;SI;buena;indecisos;26
Cuzco;4090;1702;7153;12945;2330.1;39;AHPWE3;NO;estandar;exigentes;28
Cuzco;8108;1008;3291;12407;2233.26;6;BWPSWX;NO;exelente ;indecisos;40
Apurimac;2259;2555;7594;12408;2233.44;31;PMW47W;NO;estandar;indecisos;49
Puno;2014;2460;2794;7268;1308.24;29;HSXDQ7;NO;exelente ;leales ;74
Tumbes;1575;1489;6923;9987;1797.66;5;7PPZAD;SI;buena;leales ;64
La Libertad;3115;922;3786;7823;1408.14;31;SECMS4;SI;estandar;leales ;77
Huancavelica;1796;2643;6927;11366;2045.88;43;Z37QDW;NO;buena;exigentes;35
Puno;9320;3537;1000;13857;2494.26;15;XW8EGD;SI;buena;exigentes;57
Lambayeque;1791;3487;3584;8862;1595.16;39;MWGPZI;NO;buena;indecisos;73
Piura;2106;2039;3436;7581;1364.58;10;PHAAE7;NO;deficiente;exigentes;23
Huancavelica;2347;4795;4884;12026;2164.68;19;ZP8I3S;NO;deficiente;exigentes;28
Ica;6332;1219;1918;9469;1704.42;34;B3DEPZ;NO;exepcional;leales ;63
Amazonas;9240;1286;1685;12211;2197.98;27;PHBQPS;NO;exelente ;indecisos;45
Arequipa;7319;1871;6622;15812;2846.16;44;SPWDGG;NO;buena;indecisos;56
San Martin;3979;4995;7687;16661;2998.98;4;XXQMHG;SI;exelente ;exigentes;53
Lima;2106;3808;3060;8974;1615.32;49;P74MPP;NO;buena;exigentes;42
Puno;2104;1726;947;4777;859.86;36;ZEHPXA;NO;buena;leales ;37
Ayacucho;1137;4606;7523;13266;2387.88;35;QQSMB7;NO;deficiente;indecisos;22
Pasco;3763;4288;6161;14212;2558.16;5;7ZHSQG;NO;deficiente;indecisos;69
Cuzco;7133;2641;7460;17234;3102.12;25;3PEAIZ;SI;exelente ;exigentes;52
Arequipa;4812;2642;1820;9274;1669.32;2;GG3GDE;NO;buena;leales ;43
Huancavelica;3775;2393;4955;11123;2002.14;42;QIDHQE;NO;exelente ;leales ;72
Tumbes;5420;1815;3882;11117;2001.06;40;ZBGB73;NO;exelente ;leales ;28
San Martin;4985;4783;7453;17221;3099.78;16;8WMSXD;SI;exelente ;indecisos;56
Ancash;7148;3204;6999;17351;3123.18;35;HBQ8IS;SI;exepcional;indecisos;55
Lima;4045;1760;996;6801;1224.18;11;C77WGW;NO;exelente ;indecisos;24
Ancash;6857;3776;7872;18505;3330.9;16;XIM4W3;NO;buena;exigentes;32
Ica;2427;3958;1232;7617;1371.06;45;IMC3A7;NO;exepcional;indecisos;53
La Libertad;8923;3822;2089;14834;2670.12;49;8IB3M3;SI;deficiente;exigentes;63
Madre de Dios;1992;4692;7389;14073;2533.14;21;EP7EXB;NO;deficiente;exigentes;79
Huanuco;9800;1679;2920;14399;2591.82;4;HGXGQ4;NO;exelente ;exigentes;26
Ancash;8866;4963;6995;20824;3748.32;7;A4H4EH;SI;exelente ;indecisos;23
Pasco;7389;1149;4095;12633;2273.94;39;8YSAG7;SI;buena;exigentes;79
Moquegua;6892;3251;3805;13948;2510.64;3;EZE4A3;SI;deficiente;indecisos;41
Puno;2566;3337;1121;7024;1264.32;33;DI3CGI;NO;exelente ;indecisos;71
Lambayeque;9513;3775;4684;17972;3234.96;30;BEW3SD;NO;deficiente;exigentes;39
Junin;2062;2587;7944;12593;2266.74;41;X8PBBH;SI;estandar;indecisos;35
Huanuco;2062;1498;6236;9796;1763.28;44;PPDSDC;NO;exepcional;indecisos;55
Huanuco;6356;2656;922;9934;1788.12;33;EZE3ZG;SI;exelente ;exigentes;60
Cuzco;6066;3090;7280;16436;2958.48;22;87BBMX;NO;exepcional;indecisos;25
Lima;4305;2738;2588;9631;1733.58;36;YDCIGP;NO;exelente ;exigentes;70
Lima;5259;1869;6169;13297;2393.46;16;ZC3MEY;SI;estandar;exigentes;74
Huanuco;2853;1848;3945;8646;1556.28;46;YZXA38;SI;exepcional;exigentes;60
Amazonas;5070;3649;3238;11957;2152.26;44;MGZZAW;SI;exepcional;indecisos;72
Cuzco;3124;3976;7061;14161;2548.98;48;BXZB4G;SI;deficiente;leales ;49
Lima;8369;3128;7981;19478;3506.04;40;DW3M4D;SI;exepcional;indecisos;54
Junin;1637;3405;6795;11837;2130.66;15;AZMSQE;SI;buena;exigentes;35
Tumbes;2681;1414;2254;6349;1142.82;12;XCWBCP;SI;estandar;exigentes;44
Piura;6250;3941;3258;13449;2420.82;11;MYWE84;SI;deficiente;exigentes;46
Apurimac;4678;1081;6668;12427;2236.86;50;X7AGQA;SI;estandar;exigentes;48
Arequipa;5781;4216;5988;15985;2877.3;5;WQED7B;NO;deficiente;exigentes;30
Ucayali;5005;4069;4046;13120;2361.6;22;8AB84C;SI;buena;indecisos;73
Junin;7991;3269;4126;15386;2769.48;3;WDG73D;SI;exepcional;leales ;37
Ucayali;9108;1331;7177;17616;3170.88;32;Y8GAMW;NO;exepcional;leales ;64
Lima;1880;2176;7708;11764;2117.52;35;HWZ7ZE;NO;buena;leales ;30
Moquegua;5363;1853;5097;12313;2216.34;2;4WBYCG;SI;exelente ;exigentes;55
Ancash;6395;1964;1176;9535;1716.3;31;GMGWZH;SI;buena;exigentes;38
Pasco;9399;1246;3308;13953;2511.54;11;XA4EWI;NO;buena;exigentes;74
Cajamarca;7996;1186;3127;12309;2215.62;43;PM4Q7W;SI;exepcional;indecisos;58
Ucayali;9796;3522;5489;18807;3385.26;30;PY7HEG;SI;buena;leales ;75
Huancavelica;3067;1661;7711;12439;2239.02;30;HDW7MM;NO;exelente ;indecisos;52
Lima;9981;4149;1628;15758;2836.44;22;I4B4XS;NO;exepcional;leales ;32
Ayacucho;4244;1489;7165;12898;2321.64;48;4HG7CM;SI;buena;exigentes;65
Moquegua;5225;1002;5617;11844;2131.92;34;MEYBIS;NO;buena;indecisos;27
Cuzco;4757;2034;3779;10570;1902.6;24;8SZIBQ;NO;buena;exigentes;41
Cajamarca;1374;1736;3168;6278;1130.04;3;DXHQQA;NO;buena;exigentes;33
Pasco;5879;4882;1245;12006;2161.08;39;AMBCEB;NO;exelente ;exigentes;63
Puno;3227;1618;7870;12715;2288.7;20;7MDEPG;NO;deficiente;indecisos;57
Arequipa;5775;1622;4872;12269;2208.42;50;SABEIH;NO;buena;indecisos;47
Lima;5734;2060;7023;14817;2667.06;45;ASSEXD;SI;buena;leales ;37
Tacna;6413;4644;7411;18468;3324.24;31;CGHID3;SI;deficiente;leales ;76
Cuzco;2055;2893;7114;12062;2171.16;37;ADXM8Q;SI;deficiente;leales ;66
Junin;7077;1224;6195;14496;2609.28;24;CHXXC3;SI;buena;indecisos;54
Huancavelica;8289;4388;980;13657;2458.26;14;GHCPGY;SI;buena;leales ;70
Huanuco;9323;1992;4107;15422;2775.96;34;WSHS3C;SI;exelente ;exigentes;64
La Libertad;1926;1570;3400;6896;1241.28;22;HIWM4X;NO;buena;leales ;75
Puno;8196;4457;3512;16165;2909.7;12;PZBDIZ;SI;estandar;leales ;74
Pasco;4428;1660;3785;9873;1777.14;8;EIEPDH;NO;exelente ;leales ;69
Lambayeque;4139;2687;1807;8633;1553.94;50;PWPBC7;SI;buena;indecisos;26
Cuzco;4126;1493;6104;11723;2110.14;29;ZCIC3S;SI;exepcional;indecisos;32
Arequipa;4368;4447;1901;10716;1928.88;45;W8W3YC;SI;exelente ;leales ;74
Puno;4453;3711;3370;11534;2076.12;11;DDPQG3;SI;buena;leales ;80
Tacna;3962;2938;3736;10636;1914.48;47;MIE7QI;NO;exepcional;exigentes;58
Madre de Dios;2046;1979;2903;6928;1247.04;9;PPQISZ;NO;deficiente;indecisos;40
Cajamarca;9711;4677;5672;20060;3610.8;13;HXZQBX;SI;buena;leales ;26
Lambayeque;1413;3263;6461;11137;2004.66;17;IXQYPX;NO;estandar;leales ;63
Lambayeque;6401;2964;2100;11465;2063.7;14;WCIW3M;SI;estandar;exigentes;73
Tumbes;3676;2067;7477;13220;2379.6;3;BXZWGZ;SI;buena;indecisos;73
Cuzco;2606;2768;5532;10906;1963.08;7;XZSZDG;NO;exepcional;leales ;54
Ayacucho;6256;2988;5996;15240;2743.2;29;BBEZYG;NO;estandar;indecisos;30
Piura;5894;2346;4556;12796;2303.28;30;DYGDZM;NO;estandar;indecisos;49
Cuzco;9206;3308;5241;17755;3195.9;13;XGIIB8;SI;estandar;leales ;43
Cuzco;7714;1095;1497;10306;1855.08;50;HGBBEH;NO;estandar;indecisos;21
Arequipa;3635;3052;7577;14264;2567.52;10;BW3S7E;NO;estandar;indecisos;47
Pasco;9858;4239;6360;20457;3682.26;15;EPCXHG;SI;deficiente;exigentes;21
Lima;2003;4259;4367;10629;1913.22;49;BQ373Q;SI;buena;leales ;73
San Martin;5665;4995;2646;13306;2395.08;23;WAW3BI;NO;estandar;exigentes;71
Madre de Dios;9954;3392;1455;14801;2664.18;4;SYWI3D;SI;exelente ;indecisos;78
Puno;1038;4920;4053;10011;1801.98;33;MEY4MX;SI;deficiente;leales ;62
Loreto;9176;4409;2066;15651;2817.18;2;B7ZX7I;SI;deficiente;exigentes;43
Cuzco;3439;3013;5644;12096;2177.28;44;EPSAM8;NO;exepcional;exigentes;50
Lambayeque;7731;3450;5218;16399;2951.82;3;E8BXEP;SI;buena;leales ;64
Tumbes;3854;2438;4488;10780;1940.4;25;4SGWYP;SI;exepcional;exigentes;34
Ancash;3593;2636;4392;10621;1911.78;10;XZQHZ7;SI;exepcional;leales ;62
Junin;9084;3137;2614;14835;2670.3;19;WSQXQX;SI;deficiente;exigentes;54
Ica;6615;1959;2690;11264;2027.52;31;DYB4MP;SI;exepcional;exigentes;69
Piura;7358;4600;2352;14310;2575.8;16;3SXHQS;NO;deficiente;indecisos;66
Huanuco;4466;4697;6023;15186;2733.48;48;A4MGBG;SI;deficiente;indecisos;60
Huancavelica;7122;2744;1802;11668;2100.24;14;ESG7CD;SI;estandar;indecisos;80
Puno;8826;4302;2359;15487;2787.66;7;YXED8G;NO;exepcional;indecisos;50
Arequipa;5802;3469;3372;12643;2275.74;26;CYQSSI;SI;exepcional;exigentes;32
Ucayali;5352;935;3644;9931;1787.58;4;CHWZPW;SI;estandar;exigentes;62
Lima;4583;1456;7750;13789;2482.02;12;A7G7AB;NO;deficiente;exigentes;31
Piura;6470;2786;5168;14424;2596.32;43;CSSGQD;NO;estandar;exigentes;38
Junin;5738;3445;2160;11343;2041.74;23;4ZE88A;NO;exepcional;leales ;69
Lima;1836;948;3385;6169;1110.42;34;A44HQE;NO;buena;exigentes;23
Ucayali;4416;1822;2896;9134;1644.12;28;IYMMAS;SI;exelente ;indecisos;80
Ucayali;6694;1512;7894;16100;2898;17;QCWGIY;NO;exelente ;exigentes;47
Arequipa;1076;1160;3687;5923;1066.14;40;ZCSB3X;SI;exelente ;leales ;56
Madre de Dios;7087;4226;6612;17925;3226.5;33;S4IWAZ;NO;exelente ;exigentes;53
Madre de Dios;1977;2665;3097;7739;1393.02;41;AEIQQ8;SI;exepcional;leales ;24
Puno;9042;3787;3841;16670;3000.6;19;D8Z7HH;SI;exepcional;exigentes;26
San Martin;8718;1789;6690;17197;3095.46;6;X3EC8E;SI;buena;indecisos;21
Moquegua;2101;3511;6198;11810;2125.8;37;ZDCQXD;SI;estandar;indecisos;68
Ancash;7812;3034;2541;13387;2409.66;26;EGPBWC;SI;deficiente;indecisos;70
Madre de Dios;5587;2132;6532;14251;2565.18;8;AHW3CE;SI;exelente ;leales ;65
Huanuco;5653;4741;5263;15657;2818.26;32;8AZYMB;SI;buena;exigentes;46
Junin;7966;4135;1849;13950;2511;14;8DGQ7Z;SI;estandar;indecisos;49
Lima;3508;4628;4871;13007;2341.26;45;SGY4I8;NO;exelente ;exigentes;67
Piura;7446;4492;4245;16183;2912.94;6;CXH8SI;NO;buena;indecisos;69
Huancavelica;5349;4955;1029;11333;2039.94;20;DIZD7Q;SI;buena;exigentes;59
La Libertad;6828;1274;3307;11409;2053.62;5;HX4ZGY;SI;exepcional;exigentes;43
Piura;7930;4524;7433;19887;3579.66;23;I8C8HZ;SI;exepcional;leales ;48
Loreto;1719;1911;6872;10502;1890.36;8;W4XACQ;SI;estandar;indecisos;65
Piura;1502;4627;6502;12631;2273.58;33;7EAPI7;SI;exepcional;indecisos;34
Junin;6016;2979;4962;13957;2512.26;17;XG8AZ4;NO;deficiente;indecisos;22
Amazonas;5106;3672;5236;14014;2522.52;8;IASXWM;SI;exelente ;exigentes;39
